State,County,CFS12_GEOID,CFS12_Name
36,081,E330000US3640800000,"New York-Newark,NY-NJ-CT-PA  CFS Area (NY Part)"
36,083,E330000US3610400000,"Albany-Schenectady,NY  CFS Area "
36,085,E330000US3640800000,"New York-Newark,NY-NJ-CT-PA  CFS Area (NY Part)"
36,087,E330000US3640800000,"New York-Newark,NY-NJ-CT-PA  CFS Area (NY Part)"
36,089,E330000US3699999999,Remainder of New York
36,091,E330000US3610400000,"Albany-Schenectady,NY  CFS Area "
36,093,E330000US3610400000,"Albany-Schenectady,NY  CFS Area "
36,095,E330000US3610400000,"Albany-Schenectady,NY  CFS Area "
36,097,E330000US3699999999,Remainder of New York
36,099,E330000US3646400000,"Rochester-Batavia-Seneca Falls,NY  CFS Area "
36,101,E330000US3699999999,Remainder of New York
36,103,E330000US3640800000,"New York-Newark,NY-NJ-CT-PA  CFS Area (NY Part)"
36,105,E330000US3699999999,Remainder of New York
36,107,E330000US3699999999,Remainder of New York
36,109,E330000US3699999999,Remainder of New York
36,111,E330000US3640800000,"New York-Newark,NY-NJ-CT-PA  CFS Area (NY Part)"
36,113,E330000US3610400000,"Albany-Schenectady,NY  CFS Area "
36,115,E330000US3610400000,"Albany-Schenectady,NY  CFS Area "
36,117,E330000US3646400000,"Rochester-Batavia-Seneca Falls,NY  CFS Area "
36,119,E330000US3640800000,"New York-Newark,NY-NJ-CT-PA  CFS Area (NY Part)"
36,121,E330000US3699999999,Remainder of New York
36,123,E330000US3646400000,"Rochester-Batavia-Seneca Falls,NY  CFS Area "
37,001,E330000US3726800000,"Greensboro-Winston-Salem-High Point,NC  CFS Area "
37,003,E330000US3799999999,Remainder of North Carolina
37,005,E330000US3799999999,Remainder of North Carolina
37,007,E330000US3799999999,Remainder of North Carolina
37,009,E330000US3799999999,Remainder of North Carolina
37,011,E330000US3799999999,Remainder of North Carolina
37,013,E330000US3799999999,Remainder of North Carolina
37,015,E330000US3799999999,Remainder of North Carolina
37,017,E330000US3799999999,Remainder of North Carolina
37,019,E330000US3799999999,Remainder of North Carolina
37,021,E330000US3799999999,Remainder of North Carolina
37,023,E330000US3799999999,Remainder of North Carolina
37,025,E330000US3717200000,"Charlotte-Concord,NC-SC  CFS Area  (NC Part)"
37,027,E330000US3799999999,Remainder of North Carolina
37,029,E330000US3799999999,Remainder of North Carolina
37,031,E330000US3799999999,Remainder of North Carolina
37,033,E330000US3799999999,Remainder of North Carolina
37,035,E330000US3799999999,Remainder of North Carolina
37,037,E330000US3745000000,"Raleigh-Durham-Chapel Hill,NC  CFS Area "
37,039,E330000US3799999999,Remainder of North Carolina
37,041,E330000US3799999999,Remainder of North Carolina
37,043,E330000US3799999999,Remainder of North Carolina
37,045,E330000US3717200000,"Charlotte-Concord,NC-SC  CFS Area  (NC Part)"
37,047,E330000US3799999999,Remainder of North Carolina
37,049,E330000US3799999999,Remainder of North Carolina
37,051,E330000US3799999999,Remainder of North Carolina
37,053,E330000US3799999999,Remainder of North Carolina
37,055,E330000US3799999999,Remainder of North Carolina
37,057,E330000US3726800000,"Greensboro-Winston-Salem-High Point,NC  CFS Area "
37,059,E330000US3726800000,"Greensboro-Winston-Salem-High Point,NC  CFS Area "
37,061,E330000US3799999999,Remainder of North Carolina
